price,m2_price,square,rooms,district,micro_district,building_type,floor,floors,condition,building_age,floor_to_floors,is_good_floor
71500,1021,70,2,0,1,2,10,10,5,7,1.0,0
67000,1031,65,2,1,1,2,8,9,5,4,0.8888888888888888,0
59000,1180,50,1,1,0,2,11,12,5,4,0.9166666666666666,0
52000,912,57,3,2,2,2,1,4,5,6,0.25,0
64500,1265,51,1,2,2,2,8,10,5,6,0.8,0
71200,1063,67,2,2,4,1,5,12,5,4,0.4166666666666667,1
44000,1146,38,2,1,2,2,10,10,5,4,1.0,0
175000,1549,113,2,3,0,2,3,12,5,7,0.25,1
71200,1063,67,2,2,4,1,5,12,5,6,0.4166666666666667,1
97000,1032,94,3,2,2,1,6,13,5,6,0.46153846153846156,1
53500,1070,50,2,1,4,0,5,5,4,4,1.0,0
52000,912,57,3,3,1,2,1,4,6,7,0.25,0
44000,978,45,2,1,3,2,7,9,5,4,0.7777777777777778,0
40000,1143,35,1,1,2,0,8,9,6,4,0.8888888888888888,0
66000,1119,59,1,3,0,2,9,10,6,7,0.9,0
50000,980,51,3,0,0,2,4,4,4,57,1.0,0
54000,844,64,2,1,0,1,10,12,5,4,0.8333333333333334,0
40000,1111,36,1,1,2,0,8,9,5,4,0.8888888888888888,0
52600,923,57,3,1,3,2,1,4,6,4,0.25,0
34500,1045,33,1,1,1,2,2,3,6,9,0.6666666666666666,0
56900,1185,48,2,0,3,0,4,5,6,7,0.8,0
69800,727,96,3,1,4,1,5,10,2,4,0.5,1
106000,752,141,3,3,2,1,8,12,2,7,0.6666666666666666,0
119500,1039,115,4,3,4,2,9,11,5,7,0.8181818181818182,0
42000,933,45,1,1,0,2,6,9,5,4,0.6666666666666666,0
140000,1045,134,4,3,1,1,3,12,6,7,0.25,1
61200,1055,58,3,1,2,0,4,4,6,4,1.0,0
144000,1051,137,4,1,0,2,5,5,5,4,1.0,0
64500,1173,55,2,2,2,1,8,9,5,6,0.8888888888888888,0
57500,1045,55,2,1,0,1,11,12,6,4,0.9166666666666666,0
73500,1007,73,3,2,1,2,7,7,5,6,1.0,0
53000,768,69,2,2,2,2,9,14,5,6,0.6428571428571429,0
53500,775,69,2,2,2,1,9,14,2,2,0.6428571428571429,0
106000,930,114,3,3,2,1,8,12,2,5,0.6666666666666666,0
55500,1047,53,2,1,2,2,5,6,5,4,0.8333333333333334,0
77000,802,96,3,3,3,1,9,10,2,7,0.9,0
64500,741,87,3,2,2,1,14,14,2,6,1.0,0
56000,1302,43,2,3,0,1,3,12,5,7,0.25,1
94000,940,100,3,2,2,2,7,10,5,6,0.7,0
44200,1105,40,1,0,3,2,10,10,6,7,1.0,0
85500,1006,85,3,1,0,1,10,10,5,4,1.0,0
51900,1180,44,1,3,3,1,7,10,5,3,0.7,0
44000,1128,39,1,1,2,2,4,12,5,4,0.3333333333333333,1
91000,1083,84,3,1,0,2,8,9,5,4,0.8888888888888888,0
67000,1196,56,2,2,1,2,9,10,5,6,0.9,0
117000,1000,117,4,3,4,2,9,10,5,7,0.9,0
58500,1104,53,3,2,2,2,9,14,6,6,0.6428571428571429,0
32000,889,36,1,2,1,2,4,5,6,6,0.8,0
83000,1012,82,2,1,3,1,10,10,5,10,1.0,0
62200,1269,49,1,1,0,1,10,12,5,5,0.8333333333333334,0
55200,1150,48,1,1,0,1,1,14,2,3,0.07142857142857142,0
49500,934,53,1,0,2,1,12,14,5,4,0.8571428571428571,0
45000,1023,44,2,3,2,2,4,4,3,56,1.0,0
54000,1174,46,1,0,2,2,6,13,5,4,0.46153846153846156,1
47000,1022,46,1,1,0,1,10,12,5,3,0.8333333333333334,0
55000,1122,49,1,3,1,1,7,10,5,7,0.7,0
44000,1158,38,1,1,2,0,3,4,5,4,0.75,0
147000,1289,114,3,1,4,1,8,10,5,13,0.8,0
83000,1239,67,3,2,1,1,5,14,5,6,0.35714285714285715,1
99000,925,107,3,3,1,1,4,13,2,7,0.3076923076923077,1
30000,750,40,1,0,4,1,9,9,2,3,1.0,0
87200,800,109,3,1,0,1,2,10,2,4,0.2,1
105000,929,113,3,3,2,1,10,11,5,7,0.9090909090909091,0
71500,1192,60,2,3,4,2,4,6,6,7,0.6666666666666666,0
105000,929,113,3,2,1,1,10,11,5,6,0.9090909090909091,0
48000,980,49,1,0,2,2,6,9,5,3,0.6666666666666666,0
260000,996,261,4,1,0,2,10,10,5,4,1.0,0
54000,1019,53,2,1,4,0,5,5,4,4,1.0,0
88500,983,90,4,2,4,1,1,5,6,6,0.2,0
77500,824,94,3,1,0,1,7,8,5,5,0.875,0
60500,945,64,3,1,2,0,4,4,6,53,1.0,0
103000,1030,100,3,1,0,1,2,10,5,4,0.2,1
47700,973,49,2,1,2,0,4,4,6,55,1.0,0
78500,1019,77,2,2,1,1,8,10,5,6,0.8,0
110000,1375,80,2,1,2,1,8,10,5,4,0.8,0
103000,1000,103,3,1,0,1,2,14,2,3,0.14285714285714285,1
64000,1049,61,2,1,2,0,3,9,6,30,0.3333333333333333,1
88000,880,100,2,1,0,0,3,14,2,3,0.21428571428571427,1
94000,1175,80,2,2,3,1,7,12,5,6,0.5833333333333334,0
89000,724,123,3,2,0,1,10,11,6,4,0.9090909090909091,0
200000,1307,153,4,2,3,1,12,13,2,6,0.9230769230769231,0
76000,1000,76,3,0,1,1,6,9,5,4,0.6666666666666666,0
85020,1090,78,2,1,0,1,5,10,2,3,0.5,1
142000,1268,112,4,2,1,1,3,12,5,6,0.25,1
81000,1012,80,3,0,0,0,1,9,5,7,0.1111111111111111,0
76500,797,96,4,1,0,1,11,12,2,3,0.9166666666666666,0
44500,1112,40,2,3,4,2,4,4,6,7,1.0,0
42500,1288,33,1,1,2,0,1,5,5,4,0.2,0
70000,1045,67,2,1,2,0,6,9,5,4,0.6666666666666666,0
91000,958,95,2,1,0,1,2,12,5,4,0.16666666666666666,1
260000,1244,209,4,2,0,2,1,2,2,4,0.5,0
53000,1019,52,1,2,2,2,2,9,5,3,0.2222222222222222,1
50000,1042,48,1,1,0,0,3,10,5,4,0.3,1
66000,733,90,2,3,1,1,6,16,2,3,0.375,1
78000,975,80,2,1,0,1,11,12,2,4,0.9166666666666666,0
39600,720,55,1,1,0,1,11,16,2,1,0.6875,0
93750,1250,75,2,0,4,1,14,19,2,3,0.7368421052631579,0
129200,950,136,3,1,0,1,5,12,2,4,0.4166666666666667,1
59000,1180,50,2,1,0,1,11,12,5,5,0.9166666666666666,0
78000,1068,73,2,3,3,1,2,12,6,6,0.16666666666666666,1
42500,1250,34,1,1,2,0,1,5,4,4,0.2,0
54500,1329,41,1,1,0,2,4,12,5,4,0.3333333333333333,1
75000,1119,67,2,1,3,1,10,11,5,4,0.9090909090909091,0
45500,755,60,2,1,0,1,14,14,2,2,1.0,0
39950,850,47,2,1,0,1,4,12,2,3,0.3333333333333333,1
99200,820,121,3,3,4,1,13,16,2,7,0.8125,0
52000,1300,40,1,2,1,2,2,12,5,6,0.16666666666666666,1
54000,1000,54,1,1,0,2,4,14,2,4,0.2857142857142857,1
130000,1130,115,3,2,4,1,5,10,5,7,0.5,1
140000,1250,112,3,0,4,1,7,19,2,7,0.3684210526315789,1
62000,1000,62,3,0,1,0,5,5,6,7,1.0,0
122500,770,159,4,2,3,1,5,9,2,2,0.5555555555555556,0
114000,1065,107,3,1,2,2,7,8,5,3,0.875,0
40000,800,50,1,2,2,1,7,9,3,6,0.7777777777777778,0
68500,1087,63,3,1,2,0,9,9,4,4,1.0,0
135000,1250,108,3,1,2,1,8,15,2,3,0.5333333333333333,0
68000,1097,62,3,1,2,0,9,9,5,4,1.0,0
165000,1422,116,3,0,2,1,13,17,5,6,0.7647058823529411,0
82000,1390,59,2,3,4,1,12,13,5,10,0.9230769230769231,0
63000,1050,60,2,0,2,0,1,5,4,7,0.2,0
66000,1269,52,2,0,3,0,6,9,5,7,0.6666666666666666,0
76500,1034,74,2,3,3,1,9,10,5,6,0.9,0
91500,1005,91,3,2,1,1,9,12,5,6,0.75,0
100000,1075,93,свободная планировка,1,0,1,1,10,5,7,0.1,0
40000,889,45,1,0,1,0,1,9,5,7,0.1111111111111111,0
124500,915,136,3,1,4,2,5,12,2,4,0.4166666666666667,1
43000,956,45,1,1,0,1,8,10,5,3,0.8,0
42000,977,43,1,0,0,1,7,9,5,5,0.7777777777777778,0
64000,1103,58,3,2,4,1,3,4,5,6,0.75,0
67000,985,68,2,0,0,1,6,9,5,10,0.6666666666666666,0
77500,1062,73,2,3,3,1,2,12,5,6,0.16666666666666666,1
52000,1020,51,2,1,1,1,6,12,5,4,0.5,1
102000,836,122,5,1,0,1,10,10,2,4,1.0,0
203360,820,248,5,1,0,1,12,12,2,6,1.0,0
20000,556,36,1,0,1,1,5,9,2,3,0.5555555555555556,0
105000,921,114,3,0,1,1,10,10,5,8,1.0,0
55000,1146,48,1,1,0,1,1,14,5,3,0.07142857142857142,0
78000,743,105,3,1,0,1,10,12,2,4,0.8333333333333334,0
67000,985,68,2,2,1,0,9,9,5,12,1.0,0
51500,888,58,2,1,4,1,9,10,2,2,0.9,0
75000,1000,75,2,1,0,1,3,9,5,3,0.3333333333333333,1
62200,720,86,2,1,0,1,8,16,2,2,0.5,1
62000,1512,41,1,1,0,1,3,12,5,6,0.25,1
55000,1375,40,1,1,0,1,11,12,6,8,0.9166666666666666,0
60200,700,86,2,1,0,1,8,16,5,2,0.5,1
43500,989,44,1,1,1,0,1,9,6,4,0.1111111111111111,0
58500,750,78,2,1,0,2,7,14,5,3,0.5,1
53500,1244,43,2,1,2,0,4,4,6,4,1.0,0
149000,1242,120,3,1,2,1,2,10,5,4,0.2,1
104000,1010,103,3,1,0,1,11,16,2,3,0.6875,0
115000,1386,83,2,1,0,1,3,8,5,4,0.375,1
84000,785,107,3,1,0,1,9,13,2,4,0.6923076923076923,0
41000,1051,39,1,1,2,0,4,4,6,55,1.0,0
64700,1027,63,2,1,3,1,11,12,5,10,0.9166666666666666,0
62000,785,79,2,1,0,1,11,13,2,4,0.8461538461538461,0
130000,1461,89,3,2,2,1,5,12,5,3,0.4166666666666667,1
93000,1292,72,2,2,2,1,4,12,5,3,0.3333333333333333,1
41000,804,51,1,1,0,1,5,12,2,3,0.4166666666666667,1
44500,1050,42,2,0,1,2,3,5,3,56,0.6,0
99500,1199,83,3,1,2,1,9,12,2,5,0.75,0
84000,785,107,3,1,0,2,9,12,2,4,0.75,0
67500,888,76,3,0,0,2,3,5,6,40,0.6,0
44000,1000,44,1,0,1,2,10,11,5,4,0.9090909090909091,0
41500,922,45,1,0,1,1,5,9,6,10,0.5555555555555556,0
50800,958,53,2,1,2,0,9,9,6,35,1.0,0
50800,958,53,2,0,3,0,9,9,5,43,1.0,0
17000,944,18,1,0,2,2,4,4,6,50,1.0,0
76000,1027,74,4,0,2,0,4,5,5,37,0.8,0
46500,1081,43,2,0,2,2,7,10,5,6,0.7,0
80800,800,101,3,1,0,1,14,16,2,4,0.875,0
33500,905,37,1,0,0,2,2,4,4,53,0.5,1
47500,950,50,2,0,2,0,1,5,3,7,0.2,0
34000,773,44,1,0,0,1,14,16,5,3,0.875,0
116000,1221,95,2,3,4,1,9,12,5,8,0.75,0
35500,1076,33,1,0,2,2,1,5,3,45,0.2,0
80000,1000,80,2,1,2,2,3,14,5,3,0.21428571428571427,1
41500,798,52,2,1,0,1,9,13,2,4,0.6923076923076923,0
76000,1246,61,2,3,4,1,6,14,2,6,0.42857142857142855,1
57600,900,64,2,3,1,1,12,12,2,1,1.0,0
35000,854,41,1,3,3,1,14,16,5,5,0.875,0
57000,919,62,3,0,1,2,4,4,6,45,1.0,0
50770,806,63,1,2,4,1,6,12,2,2,0.5,1
128000,1133,113,3,2,3,1,2,10,5,6,0.2,1
39000,907,43,1,1,0,1,9,12,5,3,0.75,0
60000,1000,60,1,2,2,2,3,10,5,5,0.3,1
61500,1183,52,2,1,2,0,4,9,4,53,0.4444444444444444,1
39900,1108,36,1,1,2,0,8,9,5,38,0.8888888888888888,0
46500,738,63,3,2,1,0,5,5,6,47,1.0,0
49300,1072,46,1,1,0,1,5,9,5,3,0.5555555555555556,0
170000,1181,144,3,0,0,2,10,14,5,14,0.7142857142857143,0
94000,1175,80,2,1,0,1,10,14,2,3,0.7142857142857143,0
75000,1136,66,2,1,2,0,9,9,6,4,1.0,0
56500,974,58,3,1,0,0,4,4,4,41,1.0,0
135000,1250,108,3,1,0,1,8,14,5,2,0.5714285714285714,0
47500,864,55,1,1,1,2,2,4,5,3,0.5,1
36500,936,39,1,1,3,0,9,9,4,37,1.0,0
48500,1102,44,2,3,0,0,5,5,5,7,1.0,0
127000,1270,100,3,1,0,1,3,13,6,4,0.23076923076923078,1
80000,1081,74,2,2,0,1,1,7,6,6,0.14285714285714285,0
139500,1041,134,4,3,1,1,3,12,5,7,0.25,1
27950,650,43,1,0,0,1,15,16,2,7,0.9375,0
63500,1024,62,2,2,2,1,12,16,5,6,0.75,0
107000,1042,103,3,1,0,1,11,16,2,4,0.6875,0
78310,1025,76,2,1,0,1,11,12,2,4,0.9166666666666666,0
51500,954,54,3,0,2,1,3,4,4,57,0.75,0
79120,920,86,2,3,1,1,11,13,2,3,0.8461538461538461,0
79120,920,86,2,3,1,1,13,13,2,3,1.0,0
90100,920,98,3,3,4,1,5,13,2,7,0.38461538461538464,1
90100,920,98,3,3,4,1,13,13,2,7,1.0,0
106000,1029,103,3,1,2,1,10,10,5,4,1.0,0
105000,1129,93,3,3,1,1,2,12,5,6,0.16666666666666666,1
112000,1098,102,3,2,3,1,2,12,5,6,0.16666666666666666,1
65500,1260,52,2,0,3,1,6,9,6,45,0.6666666666666666,0
65650,650,101,3,1,0,1,7,12,1,4,0.5833333333333334,0
54500,1135,48,2,2,2,2,2,5,4,45,0.4,1
23500,783,30,1,1,1,2,1,5,1,2,0.2,0
69500,1103,63,3,3,3,0,1,9,6,45,0.1111111111111111,0
57000,1188,48,2,3,0,0,1,5,6,37,0.2,0
52000,1163,45,1,1,2,0,6,9,5,4,0.6666666666666666,0
86400,1080,80,2,1,0,1,2,14,2,3,0.14285714285714285,1
76500,900,85,2,3,1,1,11,13,2,3,0.8461538461538461,0
67000,1175,57,2,1,0,1,9,10,5,5,0.9,0
104000,1040,100,3,1,0,1,6,10,5,4,0.6,0
80000,1270,63,2,2,1,1,10,12,5,6,0.8333333333333334,0
167000,1152,145,3,2,4,2,7,10,5,6,0.7,0
64500,1075,60,2,0,2,0,1,5,5,7,0.2,0
115000,1353,85,3,1,2,0,1,9,5,4,0.1111111111111111,0
68000,1360,50,2,1,2,0,2,5,6,4,0.4,1
70000,1207,58,2,1,2,1,5,13,5,4,0.38461538461538464,1
52000,1300,40,1,2,1,1,2,12,5,6,0.16666666666666666,1
55900,1055,53,1,2,2,2,12,15,5,6,0.8,0
110000,1375,80,2,1,2,1,8,10,5,4,0.8,0
87500,1094,80,2,1,0,1,2,14,2,3,0.14285714285714285,1
65000,1066,61,3,0,3,0,2,9,6,7,0.2222222222222222,1
65500,1129,58,3,1,2,2,4,4,6,4,1.0,0
235000,1516,155,3,2,1,1,5,10,5,5,0.5,1
64500,1112,58,3,1,2,0,2,4,6,4,0.5,1
48500,1128,43,2,1,2,2,1,4,4,4,0.25,0
59500,1240,48,2,2,3,2,3,5,4,30,0.6,0
142000,1166,122,4,3,0,2,12,14,6,10,0.8571428571428571,0
115000,1369,84,3,1,2,1,11,14,5,5,0.7857142857142857,0
55500,974,57,3,0,1,2,3,5,4,27,0.6,0
57000,1213,47,1,1,0,1,2,14,2,3,0.14285714285714285,1
57000,983,58,3,1,3,2,1,5,6,4,0.2,0
67000,1117,60,2,1,1,1,1,9,6,5,0.1111111111111111,0
59500,1026,58,3,1,2,2,2,4,4,4,0.5,1
50000,1111,45,2,1,0,2,2,4,4,4,0.5,1
56000,1120,50,2,3,0,0,1,5,6,7,0.2,0
55000,712,77,2,2,2,1,12,12,2,2,1.0,0
70000,785,89,3,1,0,1,11,12,2,3,0.9166666666666666,0
67500,1125,60,2,3,0,0,3,9,6,37,0.3333333333333333,1
76500,1234,62,3,1,2,2,5,6,6,50,0.8333333333333334,0
56000,1037,54,2,0,3,0,4,5,4,7,0.8,0
77500,1062,73,2,3,3,1,2,12,6,4,0.16666666666666666,1
98500,1173,84,2,3,1,1,5,10,5,8,0.5,1
85000,1288,66,3,1,2,0,3,5,6,4,0.6,0
79500,1147,69,2,2,2,1,5,12,5,9,0.4166666666666667,1
53000,1233,43,2,1,2,0,1,4,6,4,0.25,0
165000,1083,152,3,1,3,2,3,7,6,22,0.42857142857142855,1
44000,1000,44,2,0,1,2,4,5,6,7,0.8,0
50000,1163,43,1,1,0,2,4,10,6,4,0.4,1
77000,1100,70,3,2,4,0,4,9,4,6,0.4444444444444444,1
75000,1000,75,2,2,2,2,4,10,5,6,0.4,1
68000,1153,59,2,1,2,1,3,12,5,3,0.25,1
87000,1000,87,3,0,3,0,9,9,6,7,1.0,0
83500,1046,80,3,1,4,0,1,9,6,4,0.1111111111111111,0
63000,1050,60,3,1,2,2,4,5,4,4,0.8,0
60000,1034,58,3,0,2,0,5,5,4,7,1.0,0
45000,1047,43,2,3,1,2,2,4,4,7,0.5,1
32000,889,36,1,2,1,2,1,5,4,6,0.2,0
95000,1056,90,3,2,1,1,9,12,5,6,0.75,0
180000,1286,140,3,2,4,2,4,10,5,5,0.4,1
205000,1340,153,4,2,3,1,12,13,2,6,0.9230769230769231,0
68500,1142,60,3,0,3,0,1,5,5,7,0.2,0
77000,975,79,2,1,2,2,3,13,5,7,0.23076923076923078,1
40000,976,41,1,3,3,1,15,16,2,3,0.9375,0
54000,1125,48,1,2,4,2,6,12,5,6,0.5,1
72000,1059,68,2,0,4,2,9,9,5,7,1.0,0
73000,635,115,3,0,3,1,5,9,2,4,0.5555555555555556,0
79000,1082,73,2,2,0,1,1,7,5,6,0.14285714285714285,0
63000,955,66,2,1,2,1,1,12,5,7,0.08333333333333333,0
77000,762,101,3,1,0,1,12,16,2,3,0.75,0
125000,1250,100,3,2,2,1,5,9,5,6,0.5555555555555556,0
79000,752,105,3,1,0,2,7,14,2,3,0.5,1
56400,855,66,2,1,0,1,12,14,5,2,0.8571428571428571,0
57000,1295,44,1,3,3,1,5,10,5,5,0.5,1
90000,1154,78,3,3,1,0,5,5,6,7,1.0,0
107000,1039,103,3,1,0,1,1,10,5,4,0.1,0
68000,1097,62,3,1,2,2,6,9,6,4,0.6666666666666666,0
73500,1148,64,2,1,0,1,12,13,6,4,0.9230769230769231,0
54000,931,58,3,1,2,0,4,4,3,4,1.0,0
58000,1208,48,2,1,2,0,6,9,4,4,0.6666666666666666,0
107000,1189,90,3,1,2,2,4,10,6,2,0.4,1
45120,602,75,3,0,2,2,2,6,2,2,0.3333333333333333,1
258000,1500,172,5,1,0,1,7,8,2,3,0.875,0
59290,770,77,2,1,0,1,5,12,2,2,0.4166666666666667,1
66000,1138,58,3,1,2,0,3,5,6,4,0.6,0
51500,1120,46,2,1,2,2,4,4,5,26,1.0,0
45000,738,61,3,3,0,2,1,3,3,55,0.3333333333333333,0
210000,1556,135,3,3,1,2,3,15,2,4,0.2,1
55000,821,67,2,0,0,2,4,9,3,10,0.4444444444444444,1
39500,1162,34,1,2,2,0,1,9,3,40,0.1111111111111111,0
108000,1271,85,2,3,1,2,7,10,5,11,0.7,0
78000,743,105,3,1,0,1,10,12,2,4,0.8333333333333334,0
43500,829,52,1,1,0,1,9,12,2,4,0.75,0
86500,1352,64,2,1,2,2,2,11,5,8,0.18181818181818182,1
58000,1000,58,3,1,3,2,1,5,6,4,0.2,0
71000,1044,68,2,3,1,2,9,9,5,7,1.0,0
74000,1121,66,3,1,2,2,5,6,5,45,0.8333333333333334,0
107000,1103,97,3,2,4,2,4,14,5,2,0.2857142857142857,1
53500,1274,42,2,1,2,2,4,4,6,4,1.0,0
82000,1108,74,2,2,4,2,4,14,5,2,0.2857142857142857,1
55000,1279,43,1,1,3,2,3,10,5,4,0.3,1
45000,1154,39,1,1,2,0,1,5,6,4,0.2,0
120000,1250,96,3,2,4,1,8,10,5,9,0.8,0
43500,1145,38,1,2,2,2,10,13,5,6,0.7692307692307693,0
95000,864,110,3,3,3,1,7,12,2,5,0.5833333333333334,0
54500,790,69,2,2,2,1,9,14,2,2,0.6428571428571429,0
53000,1152,46,2,2,1,2,1,4,5,6,0.25,0
39000,1300,30,1,3,2,2,1,4,5,7,0.25,0
148000,1050,141,3,3,1,1,13,16,5,3,0.8125,0
115000,1150,100,3,3,3,1,11,12,5,7,0.9166666666666666,0
85000,773,110,3,1,0,1,8,14,2,4,0.5714285714285714,0
82500,842,98,3,3,1,1,13,15,5,7,0.8666666666666667,0
85000,1417,60,2,1,0,1,2,13,5,3,0.15384615384615385,1
285000,1096,260,4,1,0,2,10,10,5,4,1.0,0
42000,933,45,1,1,0,0,6,9,5,4,0.6666666666666666,0
65000,890,73,2,1,0,2,7,10,5,4,0.7,0
46000,1045,44,2,1,3,2,3,4,5,4,0.75,0
58000,1137,51,2,1,3,2,2,5,5,4,0.4,1
76500,956,80,4,3,0,2,3,9,5,7,0.3333333333333333,1
75600,840,90,3,3,3,1,9,10,5,3,0.9,0
123000,1025,120,4,0,4,2,2,12,5,7,0.16666666666666666,1
112000,1057,106,4,1,2,2,9,10,5,4,0.9,0
150000,1056,142,3,1,2,1,4,10,5,13,0.4,1
54799,1166,47,1,0,2,1,6,13,5,4,0.46153846153846156,1
98000,1043,94,3,2,2,1,6,13,5,5,0.46153846153846156,1
58000,1094,53,3,2,2,1,9,14,5,6,0.6428571428571429,0
58520,770,76,2,1,0,2,7,12,5,4,0.5833333333333334,0
65500,1092,60,3,1,2,0,3,4,5,4,0.75,0
56000,1302,43,1,1,0,2,3,10,5,4,0.3,1
58864,650,91,3,2,0,1,6,9,2,2,0.6666666666666666,0
130000,909,143,4,3,1,1,12,12,6,8,1.0,0
40700,925,44,1,1,2,1,4,9,5,4,0.4444444444444444,1
57400,1125,51,1,2,2,1,4,11,6,8,0.36363636363636365,1
204000,1500,136,3,3,1,1,3,14,5,4,0.21428571428571427,1
53100,781,68,2,1,2,1,7,12,2,2,0.5833333333333334,0
63500,834,76,2,1,0,1,1,9,6,5,0.1111111111111111,0
71500,723,99,3,2,2,1,14,14,2,6,1.0,0
68000,1172,58,1,3,3,1,10,12,5,4,0.8333333333333334,0
57000,1295,44,1,3,3,1,5,10,5,5,0.5,1
66000,1100,60,2,3,0,2,8,9,6,14,0.8888888888888888,0
36500,864,42,1,1,0,1,12,14,2,3,0.8571428571428571,0
112000,727,154,4,1,0,1,12,14,2,3,0.8571428571428571,0
140000,1163,120,3,1,0,0,8,14,2,3,0.5714285714285714,0
115920,920,126,4,1,0,1,12,14,2,3,0.8571428571428571,0
62000,805,77,2,1,0,1,5,12,2,1,0.4166666666666667,1
79000,712,111,3,1,0,2,8,14,2,3,0.5714285714285714,0
67000,1000,67,2,1,0,0,4,14,5,3,0.2857142857142857,1
53000,1152,46,2,2,2,0,2,4,5,6,0.5,1
78000,1444,54,2,3,3,1,2,12,5,5,0.16666666666666666,1
62000,1000,62,2,2,4,2,5,5,5,6,1.0,0
68000,1133,60,2,1,2,0,9,9,5,4,1.0,0
145000,1422,102,4,1,2,1,12,12,5,5,1.0,0
45100,820,55,2,2,2,1,2,12,5,2,0.16666666666666666,1
21420,510,42,1,2,0,2,5,5,5,6,1.0,0
60500,1100,55,2,0,3,0,7,9,5,7,0.7777777777777778,0
53000,828,64,2,1,0,1,2,16,5,3,0.125,1
77000,1100,70,3,1,2,2,5,6,5,4,0.8333333333333334,0
39000,1300,30,1,1,2,2,2,5,5,4,0.4,1
55000,1146,48,2,2,2,0,4,5,5,6,0.8,0
33440,760,44,1,2,0,0,9,9,5,4,1.0,0
55000,1058,52,2,3,1,2,2,3,5,7,0.6666666666666666,0
57000,1140,50,2,1,0,1,11,12,5,5,0.9166666666666666,0
61500,1025,60,3,2,2,1,2,9,5,3,0.2222222222222222,1
49000,925,53,2,1,0,1,9,12,2,5,0.75,0
85000,977,87,2,1,0,0,10,14,2,3,0.7142857142857143,0
49000,1122,44,1,1,0,1,12,12,2,4,1.0,0
71500,1100,65,3,1,0,1,4,12,5,6,0.3333333333333333,1
63000,1125,56,3,2,4,0,3,4,5,6,0.75,0
72500,954,76,3,3,3,2,1,9,4,7,0.1111111111111111,0
107000,877,122,5,1,0,2,9,10,3,4,0.9,0
47000,1068,44,2,1,1,1,6,10,4,10,0.6,0
90000,1286,70,2,1,0,1,6,10,5,3,0.6,0
133732,1090,123,3,1,0,1,6,18,2,0,0.3333333333333333,1
86938,1090,80,2,1,0,1,8,18,2,0,0.4444444444444444,1
106240,830,128,4,1,0,1,7,14,2,3,0.5,1
61000,1052,58,3,1,2,0,2,4,6,4,0.5,1
89336,1090,82,2,1,0,1,10,18,2,0,0.5555555555555556,0
190118,1090,174,4,1,0,1,8,18,2,0,0.4444444444444444,1
51500,1096,47,2,2,3,2,3,3,6,6,1.0,0
82328,1090,76,2,1,0,1,5,18,2,0,0.2777777777777778,1
52700,1146,46,2,2,1,2,1,5,5,6,0.2,0
93000,1162,80,3,2,3,1,7,12,5,6,0.5833333333333334,0
52000,912,57,3,1,3,2,1,4,6,4,0.25,0
55000,1122,49,1,1,0,1,6,9,5,3,0.6666666666666666,0
41000,1171,35,1,2,2,1,9,9,6,6,1.0,0
41500,1482,28,1,0,1,2,1,5,4,7,0.2,0
54000,1286,42,2,1,2,0,4,4,5,4,1.0,0
60000,1154,52,1,1,2,1,6,9,5,6,0.6666666666666666,0
80000,1143,70,2,3,0,1,7,10,5,8,0.7,0
76000,864,88,3,2,2,1,2,14,2,6,0.14285714285714285,1
118000,1026,115,4,2,4,2,9,10,5,6,0.9,0
85500,1069,80,2,2,2,1,3,10,6,11,0.3,1
44500,1060,42,1,0,1,1,11,12,5,3,0.9166666666666666,0
69500,1363,51,1,1,0,1,3,10,5,4,0.3,1
230075,1250,184,4,1,2,1,11,15,2,3,0.7333333333333333,0
49500,1151,43,2,1,0,1,9,10,5,4,0.9,0
45000,1000,45,1,1,1,0,6,9,6,4,0.6666666666666666,0
73000,820,89,3,1,0,1,11,12,2,3,0.9166666666666666,0
150000,1250,120,3,0,2,1,10,13,5,8,0.7692307692307693,0
57000,1239,46,1,2,1,1,9,12,6,9,0.75,0
63000,1260,50,2,3,4,0,2,5,5,7,0.4,1
58000,967,60,2,2,2,0,7,9,4,6,0.7777777777777778,0
44000,846,52,2,2,3,1,7,9,5,6,0.7777777777777778,0
44500,1035,43,2,1,2,0,1,4,4,4,0.25,0
65000,1204,54,3,3,4,2,3,5,5,7,0.6,0
77000,962,80,4,0,3,0,6,9,6,7,0.6666666666666666,0
114000,1018,112,3,0,0,2,6,9,5,7,0.6666666666666666,0
99500,1327,75,2,3,4,1,5,11,5,7,0.45454545454545453,1
45000,577,78,2,0,1,2,5,8,5,7,0.625,0
42500,966,44,1,1,2,0,7,9,4,4,0.7777777777777778,0
75000,1154,65,3,3,4,2,2,3,5,7,0.6666666666666666,0
47000,1006,47,1,1,0,1,10,14,2,3,0.7142857142857143,0
76000,884,86,3,2,4,2,1,9,5,6,0.1111111111111111,0
80000,988,81,4,2,2,0,3,9,5,6,0.3333333333333333,1
64000,908,70,2,3,3,1,6,12,2,5,0.5,1
69500,1187,59,1,1,0,1,11,14,2,3,0.7857142857142857,0
62000,1240,50,1,3,1,1,6,10,5,6,0.6,0
52000,912,57,3,3,1,2,1,4,6,7,0.25,0
77000,906,85,2,3,1,1,11,13,2,3,0.8461538461538461,0
39500,898,44,1,1,2,0,7,9,6,4,0.7777777777777778,0
84000,840,100,3,1,0,1,8,12,5,7,0.6666666666666666,0
118000,1017,116,4,3,0,1,9,10,6,8,0.9,0
