price,m2_price,square,rooms,district,micro_district,building_type,floor,floors,condition,building_age,floor_to_floors,is_good_floor
77000,1100,70,2,2,2,1,7,10,6,3,0.7,0
67500,964,70,2,0,0,1,10,11,5,6,0.9090909090909091,0
140000,1045,134,4,3,1,2,3,12,5,6,0.25,1
68000,1133,60,2,1,0,2,7,9,5,2,0.7777777777777778,0
74500,729,102,3,1,0,2,2,14,5,3,0.14285714285714285,1
53000,1019,52,2,3,0,2,6,9,5,3,0.6666666666666666,0
52000,867,60,2,2,1,2,2,5,6,6,0.4,1
45000,1047,43,2,3,1,2,1,3,4,7,0.3333333333333333,0
45000,1071,42,2,3,1,2,1,3,4,7,0.3333333333333333,0
84000,1200,70,2,3,1,1,7,14,7,1,0.5,1
150000,1250,120,3,0,2,1,10,13,5,8,0.7692307692307693,0
38000,864,44,1,1,0,2,10,14,5,3,0.7142857142857143,0
217000,1317,165,4,1,0,2,3,9,5,18,0.3333333333333333,1
211500,900,235,свободная планировка,3,1,1,14,14,2,4,1.0,0
83000,954,87,2,1,0,2,10,14,2,2,0.7142857142857143,0
17000,895,19,1,3,1,2,3,3,6,25,1.0,0
26000,619,42,1,3,0,1,5,5,2,3,1.0,0
48140,830,58,1,1,0,2,12,12,6,5,1.0,0
35000,921,38,1,0,0,1,1,3,6,7,0.3333333333333333,0
47000,1146,41,1,0,3,1,2,9,5,7,0.2222222222222222,1
68000,1214,56,2,2,1,1,9,10,5,8,0.9,0
158800,1527,104,3,1,0,1,13,13,5,6,1.0,0
76000,1226,62,3,1,2,2,5,6,5,4,0.8333333333333334,0
43500,1145,38,1,2,2,1,10,13,5,6,0.7692307692307693,0
55000,965,57,3,1,2,0,4,4,6,4,1.0,0
92000,1150,80,3,0,1,2,10,12,5,7,0.8333333333333334,0
95000,1011,94,3,2,1,2,9,12,5,3,0.75,0
145000,1295,112,4,2,1,2,3,12,5,5,0.25,1
41500,1186,35,1,2,2,0,9,9,4,6,1.0,0
52000,981,53,1,1,0,0,3,9,5,4,0.3333333333333333,1
58000,1137,51,2,1,2,1,10,12,5,4,0.8333333333333334,0
50000,1042,48,2,0,2,0,4,5,5,7,0.8,0
86000,1024,84,2,1,0,1,4,12,2,6,0.3333333333333333,1
105000,1129,93,3,3,0,2,7,10,6,7,0.7,0
59900,894,67,3,3,3,2,1,5,4,7,0.2,0
93500,935,100,3,2,2,1,7,10,6,6,0.7,0
58000,1234,47,1,3,0,1,3,10,5,5,0.3,1
54000,1000,54,3,2,4,2,4,4,6,59,1.0,0
41500,847,49,1,1,1,2,3,9,6,4,0.3333333333333333,1
126040,927,136,4,1,0,1,5,5,5,6,1.0,0
63000,926,68,3,2,3,2,2,5,3,36,0.4,1
76000,1246,61,2,3,4,1,6,14,2,6,0.42857142857142855,1
49968,900,56,3,3,1,1,5,14,0,2,0.35714285714285715,1
47000,1022,46,1,1,0,1,10,12,5,4,0.8333333333333334,0
83000,1482,56,2,3,2,1,7,12,5,7,0.5833333333333334,0
75000,1103,68,2,1,0,2,5,12,5,4,0.4166666666666667,1
85000,1133,75,3,1,0,1,10,10,5,7,1.0,0
47500,990,48,1,1,0,1,8,9,5,3,0.8888888888888888,0
71000,1014,70,3,3,2,0,5,5,6,7,1.0,0
118000,1017,116,4,3,4,2,9,11,5,9,0.8181818181818182,0
85000,1250,68,3,1,2,2,3,5,6,4,0.6,0
45500,812,56,2,1,1,2,2,4,5,4,0.5,1
40000,1053,38,1,1,3,1,3,12,5,4,0.25,1
35500,1014,35,1,0,2,0,7,9,6,7,0.7777777777777778,0
52000,1300,40,1,2,1,1,2,12,6,6,0.16666666666666666,1
66000,1031,64,3,1,2,0,9,9,5,4,1.0,0
175000,1029,170,3,2,1,1,12,12,6,6,1.0,0
45500,1138,40,1,1,2,2,2,12,5,4,0.16666666666666666,1
157000,1510,104,3,1,0,1,13,14,5,6,0.9285714285714286,0
62000,1127,55,2,0,3,0,6,9,6,7,0.6666666666666666,0
53500,1049,51,2,0,3,1,1,9,5,6,0.1111111111111111,0
61500,904,68,2,2,1,2,8,10,5,6,0.8,0
59900,894,67,3,3,4,2,5,9,6,7,0.5555555555555556,0
39000,1114,35,1,1,2,0,1,9,3,4,0.1111111111111111,0
33500,817,41,1,3,0,2,5,9,5,3,0.5555555555555556,0
95000,864,110,3,2,0,2,1,4,5,6,0.25,0
85000,966,88,4,1,0,0,9,9,6,26,1.0,0
80000,988,81,3,1,2,1,11,13,5,4,0.8461538461538461,0
37500,987,38,1,2,0,2,1,4,5,6,0.25,0
75000,926,81,3,1,2,1,10,13,2,4,0.7692307692307693,0
82000,1038,79,3,2,2,2,11,12,5,6,0.9166666666666666,0
46500,816,57,1,0,2,2,4,5,6,7,0.8,0
65000,833,78,3,1,0,1,7,9,5,5,0.7777777777777778,0
88000,1000,88,3,1,1,1,6,10,5,9,0.6,0
46500,816,57,2,0,2,0,4,5,6,7,0.8,0
59600,903,66,2,2,1,1,8,10,5,6,0.8,0
41000,911,45,1,0,1,0,7,9,5,7,0.7777777777777778,0
74500,1049,71,2,1,0,1,8,9,5,3,0.8888888888888888,0
53500,1244,43,2,1,2,0,4,4,6,53,1.0,0
127000,1270,100,3,1,0,1,3,12,5,4,0.25,1
63000,1086,58,2,1,0,1,11,12,5,4,0.9166666666666666,0
93000,969,96,3,2,1,1,9,12,5,5,0.75,0
75000,1230,61,3,3,3,0,1,9,5,7,0.1111111111111111,0
158000,1463,108,4,2,4,2,4,9,5,6,0.4444444444444444,1
158000,1463,108,4,2,3,1,4,9,5,4,0.4444444444444444,1
56000,1167,48,2,0,3,0,4,5,5,7,0.8,0
115000,1027,112,3,1,0,1,2,9,5,4,0.2222222222222222,1
69000,1150,60,3,2,2,1,5,11,5,9,0.45454545454545453,1
111000,991,112,3,3,4,1,3,9,5,8,0.3333333333333333,1
43500,1176,37,1,1,1,1,4,7,5,5,0.5714285714285714,0
82000,1242,66,2,3,4,1,9,12,5,7,0.75,0
88200,900,98,3,3,1,1,5,14,2,4,0.35714285714285715,1
76000,1118,68,2,1,0,1,5,14,5,3,0.35714285714285715,1
100000,1031,97,3,1,3,1,1,12,5,6,0.08333333333333333,0
58000,1036,56,1,1,0,1,8,12,2,4,0.6666666666666666,0
111000,1291,86,3,2,1,1,7,10,5,6,0.7,0
93500,935,100,3,2,2,2,7,10,5,6,0.7,0
49300,783,63,2,1,0,1,9,16,2,3,0.5625,0
49000,778,63,2,1,0,1,8,16,2,4,0.5,1
33600,715,47,1,1,0,1,6,14,2,4,0.42857142857142855,1
67300,1202,56,3,1,4,0,1,5,5,4,0.2,0
56500,974,58,3,1,2,0,1,4,5,4,0.25,0
48000,1043,46,2,1,2,0,4,4,6,51,1.0,0
73500,728,101,3,1,0,2,7,14,5,2,0.5,1
55000,1279,43,1,1,0,1,4,10,5,5,0.4,1
52000,912,57,1,2,1,1,9,10,6,8,0.9,0
42000,1312,32,1,0,3,0,3,9,5,7,0.3333333333333333,1
150000,1250,120,3,0,2,1,10,13,5,8,0.7692307692307693,0
63000,955,66,2,1,2,1,1,13,5,7,0.07692307692307693,0
62000,886,70,2,1,2,1,9,9,5,5,1.0,0
95000,1044,91,3,2,1,1,12,12,5,6,1.0,0
54000,1000,54,1,1,0,1,4,14,5,4,0.2857142857142857,1
157000,1454,108,4,2,1,2,4,9,5,6,0.4444444444444444,1
64000,1123,57,1,1,0,1,5,12,5,4,0.4166666666666667,1
75000,1000,75,2,1,0,1,3,9,5,3,0.3333333333333333,1
66000,1138,58,3,1,2,2,4,4,6,4,1.0,0
39500,1274,31,1,3,1,2,2,5,6,55,0.4,1
53000,1019,52,2,1,2,2,5,6,5,4,0.8333333333333334,0
57000,1261,45,2,1,2,0,4,4,6,4,1.0,0
74500,1064,70,2,1,0,1,8,9,5,4,0.8888888888888888,0
62500,1116,56,3,2,4,2,3,4,6,6,0.75,0
85000,1076,79,3,1,2,2,3,5,6,35,0.6,0
40500,862,47,1,1,0,1,14,15,0,4,0.9333333333333333,0
67500,1007,67,3,3,1,2,5,5,5,7,1.0,0
48000,1116,43,2,1,2,0,4,4,4,4,1.0,0
49500,1151,43,1,1,0,1,4,10,5,4,0.4,1
36000,1091,33,1,0,2,0,7,9,5,7,0.7777777777777778,0
65500,1056,62,3,1,2,0,6,9,6,4,0.6666666666666666,0
48000,1116,43,2,1,2,2,3,10,6,4,0.3,1
40000,952,42,2,0,2,0,5,5,3,7,1.0,0
35000,1029,34,1,2,1,0,5,5,6,6,1.0,0
67000,1155,58,3,3,1,0,7,9,6,7,0.7777777777777778,0
65500,1056,62,3,1,2,0,6,9,6,4,0.6666666666666666,0
117000,1064,110,3,1,3,1,10,12,5,9,0.8333333333333334,0
35000,1061,33,1,2,1,0,5,5,6,35,1.0,0
50000,573,87,3,0,1,1,5,9,2,7,0.5555555555555556,0
80000,1000,80,2,2,4,2,6,10,6,12,0.6,0
29500,628,47,1,1,0,1,7,10,5,4,0.7,0
45500,929,49,1,1,1,1,4,12,5,4,0.3333333333333333,1
51538,950,54,1,3,1,1,3,9,6,2,0.3333333333333333,1
115000,991,116,4,1,0,1,5,10,6,4,0.5,1
71000,1044,68,2,0,4,2,9,9,5,7,1.0,0
110700,900,123,4,3,1,1,4,9,6,2,0.4444444444444444,1
94000,979,96,3,2,1,1,9,12,5,6,0.75,0
44200,789,56,2,1,1,0,2,4,5,3,0.5,1
41000,837,49,1,1,1,2,3,12,5,3,0.25,1
55000,1058,52,2,0,3,0,5,9,4,35,0.5555555555555556,0
63500,1024,62,2,2,2,1,12,16,5,6,0.75,0
58800,964,61,2,1,2,1,10,12,5,4,0.8333333333333334,0
37500,987,38,2,2,0,2,1,4,5,6,0.25,0
92000,920,100,3,2,2,2,7,10,5,6,0.7,0
52500,972,54,1,1,0,2,3,9,5,3,0.3333333333333333,1
49000,925,53,1,1,0,0,9,9,5,5,1.0,0
47500,1056,45,1,1,2,2,7,10,5,4,0.7,0
29000,806,36,1,1,0,2,5,10,2,2,0.5,1
65700,900,73,2,3,1,1,4,9,6,2,0.4444444444444444,1
66000,750,88,3,2,2,1,13,14,2,2,0.9285714285714286,0
31000,756,41,1,2,2,1,14,14,2,2,1.0,0
47000,1175,40,1,2,2,1,3,12,5,9,0.25,1
48500,1128,43,1,1,0,2,4,10,5,5,0.4,1
57000,1188,48,2,3,0,0,1,5,6,44,0.2,0
54500,1135,48,2,2,2,2,2,5,6,6,0.4,1
45500,929,49,1,1,2,2,4,12,5,4,0.3333333333333333,1
45500,1230,37,1,1,2,2,3,6,6,4,0.5,1
160000,1481,108,4,2,3,2,4,9,5,6,0.4444444444444444,1
48500,1386,35,1,0,0,0,7,9,5,7,0.7777777777777778,0
47241,900,52,1,1,0,1,5,11,2,1,0.45454545454545453,1
71000,910,78,4,2,2,0,9,9,6,34,1.0,0
130000,1000,130,3,1,0,2,7,10,5,10,0.7,0
51500,888,58,2,1,2,2,5,6,6,4,0.8333333333333334,0
45000,1000,45,1,1,1,2,6,9,5,4,0.6666666666666666,0
58500,1219,48,1,1,0,1,12,12,6,4,1.0,0
49000,980,50,2,0,1,2,3,4,5,55,0.75,0
42000,875,48,1,1,0,0,4,10,6,4,0.4,1
48500,1128,43,2,1,2,0,1,4,5,50,0.25,0
73750,1250,59,1,1,0,1,7,14,5,3,0.5,1
71000,617,115,3,0,3,1,5,9,2,7,0.5555555555555556,0
25000,532,47,1,2,1,1,9,9,2,6,1.0,0
25300,602,42,1,1,0,1,10,12,5,2,0.8333333333333334,0
60000,1077,56,1,1,0,1,3,12,2,4,0.25,1
59900,856,70,3,0,3,2,5,5,5,38,1.0,0
33450,750,45,1,2,0,2,3,4,0,2,0.75,0
58000,795,73,2,2,1,1,3,15,5,1,0.2,1
79500,1136,70,2,2,2,2,5,12,5,6,0.4166666666666667,1
62000,925,67,3,0,2,1,3,10,6,5,0.3,1
53000,1432,37,1,3,2,1,5,12,5,7,0.4166666666666667,1
32500,985,33,1,2,0,1,5,6,5,5,0.8333333333333334,0
63000,1131,56,2,1,0,1,12,12,5,4,1.0,0
67500,1125,60,3,1,4,0,1,5,5,4,0.2,0
55000,714,77,2,2,2,1,12,12,2,2,1.0,0
89036,860,104,3,1,2,1,4,9,2,2,0.4444444444444444,1
66500,700,95,3,1,0,2,11,12,2,2,0.9166666666666666,0
42000,600,70,2,1,0,2,3,12,2,2,0.25,1
80500,1103,73,2,1,0,0,1,9,6,4,0.1111111111111111,0
61000,1052,58,3,1,2,1,4,4,6,4,1.0,0
63000,1125,56,2,1,0,1,11,12,5,4,0.9166666666666666,0
205000,1340,153,4,2,3,1,12,14,2,6,0.8571428571428571,0
66000,767,86,3,3,1,1,11,15,2,3,0.7333333333333333,0
86000,1344,64,2,1,2,1,2,10,5,4,0.2,1
64500,1132,57,1,1,2,1,5,12,5,4,0.4166666666666667,1
67000,957,70,3,1,4,0,1,5,6,4,0.2,0
105000,1400,75,2,2,1,2,7,12,5,6,0.5833333333333334,0
108000,720,150,4,1,0,2,7,7,2,3,1.0,0
36400,958,38,1,0,3,0,9,9,4,7,1.0,0
45000,1406,32,1,1,0,0,2,4,4,4,0.5,1
183000,1000,183,4,1,0,1,3,14,2,5,0.21428571428571427,1
52000,743,70,2,1,1,2,8,10,1,4,0.8,0
48500,1054,46,2,1,2,2,3,4,3,4,0.75,0
66900,769,87,2,2,2,1,9,9,6,6,1.0,0
81000,942,86,3,1,3,2,10,10,6,4,1.0,0
54500,1135,48,2,0,3,0,1,5,4,7,0.2,0
185000,1000,185,4,2,4,2,10,11,6,6,0.9090909090909091,0
89500,1061,84,3,1,0,2,8,9,6,4,0.8888888888888888,0
57500,650,88,3,1,0,1,13,16,5,4,0.8125,0
75000,1042,72,4,1,0,0,4,9,6,4,0.4444444444444444,1
48500,845,57,1,1,0,2,12,12,6,4,1.0,0
65500,1170,56,1,2,2,2,8,9,6,6,0.8888888888888888,0
42000,933,45,1,1,3,1,7,12,5,6,0.5833333333333334,0
46700,994,47,1,1,0,0,4,9,6,6,0.4444444444444444,1
36000,800,45,2,3,1,0,5,9,6,26,0.5555555555555556,0
45500,929,49,1,1,1,1,4,12,6,4,0.3333333333333333,1
74000,987,75,2,1,0,1,3,9,5,3,0.3333333333333333,1
84000,1000,84,2,1,0,2,11,12,5,4,0.9166666666666666,0
45800,1018,45,1,2,1,0,8,9,6,5,0.8888888888888888,0
81500,791,103,3,2,2,2,2,10,6,13,0.2,1
58000,1208,48,1,0,2,1,5,13,5,4,0.38461538461538464,1
142000,1268,112,4,2,1,1,3,12,5,6,0.25,1
72264,770,94,2,1,2,1,12,14,2,2,0.8571428571428571,0
45200,1189,38,1,1,2,0,2,4,5,4,0.5,1
53500,922,58,2,2,2,1,10,10,6,8,1.0,0
54000,1038,52,2,3,0,0,1,5,6,7,0.2,0
39500,988,40,1,1,2,0,6,9,5,4,0.6666666666666666,0
129000,1290,100,3,1,0,1,3,13,5,4,0.23076923076923078,1
91000,1230,74,2,3,4,1,5,16,5,7,0.3125,1
153500,1137,135,3,1,2,1,4,10,5,6,0.4,1
91000,910,100,3,2,0,2,3,4,2,6,0.75,0
66000,943,70,2,3,3,1,6,12,2,5,0.5,1
115000,1139,101,3,2,3,1,10,12,5,6,0.8333333333333334,0
35500,1044,34,1,1,2,0,1,9,6,4,0.1111111111111111,0
39500,1129,35,1,3,0,0,9,9,3,37,1.0,0
85000,1012,84,3,1,0,0,2,10,5,4,0.2,1
56000,1217,46,1,1,0,1,5,16,2,3,0.3125,1
28500,814,35,1,2,1,2,1,5,4,6,0.2,0
57500,1085,53,2,1,0,0,13,14,5,3,0.9285714285714286,0
68000,1172,58,3,1,2,0,3,4,4,4,0.75,0
64546,680,95,3,1,0,1,2,9,1,4,0.2222222222222222,1
45500,929,49,1,1,1,1,4,12,5,4,0.3333333333333333,1
116000,1036,112,3,3,4,2,6,9,5,8,0.6666666666666666,0
155000,1148,135,4,2,4,1,11,15,5,6,0.7333333333333333,0
112000,1018,110,3,2,1,1,10,12,5,6,0.8333333333333334,0
82000,1139,72,2,1,3,1,10,10,5,4,1.0,0
35000,1061,33,1,1,2,2,2,5,6,4,0.4,1
26000,1300,20,1,3,1,0,1,9,6,7,0.1111111111111111,0
66000,1100,60,3,1,2,0,9,9,5,4,1.0,0
80000,1194,67,3,1,2,2,5,6,5,36,0.8333333333333334,0
39500,1234,32,1,1,2,0,3,5,4,48,0.6,0
44000,954,46,1,0,2,2,1,9,6,42,0.1111111111111111,0
89000,1072,83,3,0,0,2,7,9,5,3,0.7777777777777778,0
50000,1111,45,1,1,0,2,7,9,5,6,0.7777777777777778,0
55000,1341,41,1,3,3,1,4,12,5,7,0.3333333333333333,1
66000,1100,60,1,3,0,1,9,10,5,9,0.9,0
105000,1167,90,3,3,0,1,9,10,5,9,0.9,0
75000,888,84,3,1,1,2,7,9,6,4,0.7777777777777778,0
48700,1107,44,2,2,0,0,4,4,6,36,1.0,0
36900,1230,30,1,3,2,2,1,3,6,7,0.3333333333333333,0
59700,1126,53,2,2,0,0,2,5,6,6,0.4,1
167500,1241,135,4,2,3,1,7,10,5,6,0.7,0
43800,1095,40,1,2,2,0,7,9,4,6,0.7777777777777778,0
73800,922,80,3,1,2,0,7,9,4,4,0.7777777777777778,0
165000,1222,135,4,2,3,1,7,10,5,10,0.7,0
152800,1019,150,4,2,2,2,4,10,5,5,0.4,1
51400,1168,44,1,3,3,2,4,10,5,7,0.4,1
37500,915,41,1,1,0,1,7,12,5,4,0.5833333333333334,0
93800,938,100,3,2,2,1,7,10,6,10,0.7,0
76500,1125,68,2,1,0,1,5,12,6,4,0.4166666666666667,1
92000,836,110,2,3,4,1,9,13,5,7,0.6923076923076923,0
112000,1018,110,3,2,1,1,10,12,5,6,0.8333333333333334,0
66500,1039,64,2,2,2,2,4,14,5,3,0.2857142857142857,1
11200,862,13,1,3,2,2,3,4,3,27,0.75,0
52000,1081,48,1,1,0,1,7,9,5,3,0.7777777777777778,0
39000,1114,35,1,0,2,0,3,9,4,36,0.3333333333333333,1
82000,872,94,2,1,3,1,9,10,4,13,0.9,0
64000,1103,58,3,1,2,0,2,4,6,4,0.5,1
53500,922,58,3,1,2,0,4,4,6,48,1.0,0
54000,1019,53,2,2,1,1,6,10,5,5,0.6,0
12000,545,22,1,1,3,2,2,9,2,2,0.2222222222222222,1
157000,1454,108,4,2,3,1,4,9,5,6,0.4444444444444444,1
155000,1150,135,4,2,4,1,11,15,5,6,0.7333333333333333,0
38800,1176,33,1,1,0,2,2,5,6,4,0.4,1
195000,1054,185,4,2,3,1,11,12,5,6,0.9166666666666666,0
82000,1025,80,3,1,2,2,2,9,5,4,0.2222222222222222,1
95500,853,112,3,3,3,1,9,12,5,5,0.75,0
61200,1055,58,3,1,2,0,4,4,5,4,1.0,0
107000,1019,105,3,3,3,2,10,10,6,8,1.0,0
54000,1286,42,2,3,3,1,7,12,6,5,0.5833333333333334,0
106500,934,114,3,0,1,2,10,10,6,8,1.0,0
75000,938,80,2,2,1,2,3,9,6,15,0.3333333333333333,1
52500,921,57,3,3,2,2,1,4,5,7,0.25,0
58500,1026,57,1,2,2,1,11,13,5,6,0.8461538461538461,0
120000,1043,115,3,3,4,2,9,11,5,7,0.8181818181818182,0
35000,1061,33,1,1,2,2,2,5,5,4,0.4,1
69000,1113,62,3,3,4,2,5,5,6,37,1.0,0
51000,585,87,3,0,1,1,6,9,2,5,0.6666666666666666,0
39000,503,78,3,3,1,1,2,5,0,2,0.4,1
22400,546,41,1,1,0,1,6,10,0,3,0.6,0
50500,1052,48,1,1,0,2,1,18,6,5,0.05555555555555555,0
115000,878,131,3,0,0,2,8,10,5,7,0.8,0
78000,918,85,3,1,0,2,3,10,5,4,0.3,1
106300,830,128,4,1,4,1,7,12,2,3,0.5833333333333334,0
42000,800,52,1,1,0,1,9,12,2,4,0.75,0
34500,1232,28,1,3,0,2,3,4,4,7,0.75,0
101000,828,122,5,1,0,1,9,10,2,4,0.9,0
95000,1462,65,3,1,0,1,3,12,5,6,0.25,1
57750,750,77,2,1,0,1,13,14,2,3,0.9285714285714286,0
40000,800,50,1,1,0,1,6,14,2,3,0.42857142857142855,1
33500,1015,33,1,1,2,2,2,5,4,33,0.4,1
80000,1096,73,2,2,2,2,1,9,6,6,0.1111111111111111,0
49000,1140,43,2,1,2,0,1,4,4,50,0.25,0
61000,984,62,1,1,0,1,13,14,5,4,0.9285714285714286,0
45000,957,47,1,2,1,1,11,12,6,2,0.9166666666666666,0
47170,890,53,1,1,0,1,8,12,2,4,0.6666666666666666,0
56500,831,68,3,1,2,0,4,4,3,38,1.0,0
65000,1011,64,3,2,4,2,4,5,4,6,0.8,0
50350,950,53,1,1,0,1,8,12,5,4,0.6666666666666666,0
67500,978,69,2,0,0,1,10,12,5,7,0.8333333333333334,0
137000,1212,113,4,1,2,2,8,12,5,4,0.6666666666666666,0
48500,951,51,2,3,1,1,7,15,2,7,0.4666666666666667,1
41500,1092,38,1,1,0,1,7,9,6,4,0.7777777777777778,0
49000,1021,48,1,1,0,1,8,9,5,4,0.8888888888888888,0
61000,1109,55,2,0,2,0,8,9,4,7,0.8888888888888888,0
37000,771,48,1,1,1,1,8,12,2,4,0.6666666666666666,0
65500,992,66,2,1,1,2,8,9,5,10,0.8888888888888888,0
31500,757,42,1,2,2,1,14,14,2,6,1.0,0
75000,1103,68,2,1,0,2,5,12,6,4,0.4166666666666667,1
58000,1160,50,2,1,0,2,11,12,6,4,0.9166666666666666,0
56500,1130,50,1,1,0,1,11,12,5,5,0.9166666666666666,0
55000,846,65,2,2,2,0,10,12,4,6,0.8333333333333334,0
24500,700,35,1,3,0,1,9,9,2,3,1.0,0
53800,1170,46,1,1,0,2,6,9,5,4,0.6666666666666666,0
34760,790,44,1,3,1,1,6,12,0,2,0.5,1
61500,1337,46,1,1,0,1,12,13,5,6,0.9230769230769231,0
60000,1224,49,1,1,0,1,11,12,5,5,0.9166666666666666,0
28600,650,44,1,0,0,2,16,16,2,2,1.0,0
54300,1086,50,2,1,4,0,5,5,6,4,1.0,0
12500,1250,10,1,3,1,2,2,4,6,7,0.5,1
40300,620,65,2,2,2,2,10,10,2,2,1.0,0
53500,1092,49,2,1,4,0,5,5,6,4,1.0,0
49300,783,63,2,1,0,1,8,16,2,4,0.5,1
108000,766,141,3,3,2,1,8,12,6,7,0.6666666666666666,0
52500,1221,43,2,1,2,0,1,4,6,4,0.25,0
30500,744,41,1,1,2,1,9,12,2,4,0.75,0
55000,846,65,2,2,2,0,10,12,6,6,0.8333333333333334,0
41500,1186,35,1,1,2,0,8,9,6,4,0.8888888888888888,0
40500,1157,35,1,2,2,0,4,9,6,6,0.4444444444444444,1
61000,1052,58,3,1,2,0,5,5,6,4,1.0,0
136000,993,137,4,1,2,2,2,5,5,4,0.4,1
49500,1076,46,1,1,0,1,4,10,6,4,0.4,1
67000,1000,67,2,1,0,1,4,12,2,4,0.3333333333333333,1
59500,1102,54,2,1,2,1,10,12,5,4,0.8333333333333334,0
55000,948,58,3,1,3,0,4,5,4,4,0.8,0
88000,1000,88,3,1,1,2,6,10,5,4,0.6,0
47000,1022,46,1,3,3,2,3,4,6,7,0.75,0
49000,1021,48,1,1,0,1,8,9,5,4,0.8888888888888888,0
41000,804,51,1,1,0,1,10,16,5,4,0.625,0
32000,762,42,1,1,2,1,6,12,5,4,0.5,1
98560,880,112,3,1,0,1,13,14,5,4,0.9285714285714286,0
29000,800,36,1,1,0,1,10,10,5,4,1.0,0
58000,1160,50,1,1,0,2,6,12,6,3,0.5,1
59000,1157,51,1,1,2,2,6,12,5,4,0.5,1
96000,1021,94,3,2,2,1,6,13,5,5,0.46153846153846156,1
90500,1065,85,3,0,1,1,10,12,5,3,0.8333333333333334,0
135000,1350,100,3,1,0,2,7,8,5,4,0.875,0
56500,856,66,2,1,0,1,12,13,5,7,0.9230769230769231,0
88000,1073,82,2,2,4,2,9,10,6,12,0.9,0
41000,932,44,1,0,3,2,3,9,6,7,0.3333333333333333,1
36000,1091,33,1,2,2,2,1,5,6,55,0.2,0
49500,728,68,2,2,2,1,4,14,2,4,0.2857142857142857,1
114000,1036,110,3,1,3,2,10,12,5,4,0.8333333333333334,0
117000,1035,113,3,1,0,1,10,11,5,4,0.9090909090909091,0
61500,1367,45,1,1,0,1,12,13,5,6,0.9230769230769231,0
42500,733,58,2,2,2,2,12,14,2,6,0.8571428571428571,0
94000,979,96,3,2,1,1,9,10,5,5,0.9,0
66500,1209,55,2,2,1,2,9,10,5,6,0.9,0
16000,667,24,1,1,1,1,-1,16,6,2,-0.0625,0
69000,1255,55,2,2,2,0,3,12,6,40,0.25,1
81000,1227,66,2,3,4,1,9,12,5,7,0.75,0
33500,798,42,1,2,2,2,12,14,5,6,0.8571428571428571,0
170000,919,185,4,2,3,1,11,12,5,6,0.9166666666666666,0
61500,1337,46,1,1,0,1,9,12,5,4,0.75,0
115000,1095,105,3,1,0,1,8,12,5,4,0.6666666666666666,0
71000,866,82,2,2,1,1,2,9,5,6,0.2222222222222222,1
41000,804,51,1,1,0,1,10,16,5,4,0.625,0
66500,646,103,3,1,2,1,9,9,5,4,1.0,0
66500,1279,52,2,2,2,2,8,12,5,6,0.6666666666666666,0
82410,670,123,4,1,0,1,13,13,5,4,1.0,0
36500,745,49,1,1,4,2,12,12,5,4,1.0,0
59160,760,78,2,1,0,2,10,14,5,4,0.7142857142857143,0
75500,1110,68,2,1,2,2,5,12,5,4,0.4166666666666667,1
59000,1283,46,1,1,0,1,10,16,2,3,0.625,0
49500,1151,43,2,1,0,0,2,4,4,4,0.5,1
60000,1111,54,2,1,0,1,6,10,5,3,0.6,0
105060,1020,103,3,1,0,1,2,14,2,4,0.14285714285714285,1
93000,1257,74,2,3,4,1,14,16,5,7,0.875,0
86000,828,104,3,2,0,2,3,4,2,6,0.75,0
45000,1154,39,1,2,2,2,10,13,5,6,0.7692307692307693,0
91000,1000,91,3,1,0,2,12,12,5,5,1.0,0
63000,1286,49,1,1,0,1,11,13,5,5,0.8461538461538461,0
72000,1180,61,2,3,1,1,3,10,4,9,0.3,1
55000,1139,48,2,3,0,0,1,5,5,35,0.2,0
56000,1400,40,1,1,0,1,11,12,5,5,0.9166666666666666,0
39000,520,75,3,3,0,1,3,4,6,3,0.75,0
245000,1114,220,4,2,4,0,11,12,5,6,0.9166666666666666,0
58000,1137,51,2,1,1,2,10,12,5,4,0.8333333333333334,0
69000,986,70,2,0,0,2,10,11,6,5,0.9090909090909091,0
66960,930,72,2,3,1,1,2,9,2,2,0.2222222222222222,1
34500,784,44,1,3,0,1,2,5,5,7,0.4,1
96000,1185,81,2,1,0,1,3,12,5,6,0.25,1
44000,1048,42,1,2,2,1,13,15,6,11,0.8666666666666667,0
90000,1098,82,2,2,3,2,9,10,6,12,0.9,0
61500,904,68,2,2,1,2,8,10,5,6,0.8,0
42000,1077,39,1,1,0,1,6,10,5,3,0.6,0
60000,1111,54,2,1,0,1,6,10,5,3,0.6,0
59500,850,70,2,3,1,1,8,14,5,1,0.5714285714285714,0
73440,680,108,3,0,3,1,10,12,2,5,0.8333333333333334,0
111000,991,112,3,3,4,2,3,9,5,7,0.3333333333333333,1
209600,800,262,6 и более,2,3,1,13,14,2,6,0.9285714285714286,0
52000,1182,44,1,2,4,2,4,10,5,6,0.4,1
51300,1020,50,2,1,0,0,11,14,2,3,0.7857142857142857,0
109500,716,153,3,1,0,1,13,14,2,3,0.9285714285714286,0
87863,821,107,3,1,0,1,11,14,2,3,0.7857142857142857,0
54000,1029,52,2,1,2,0,5,6,6,4,0.8333333333333334,0
86000,915,94,3,1,0,1,3,12,2,2,0.25,1
58500,1393,42,2,3,0,0,8,10,5,5,0.8,0
109500,716,153,4,1,0,1,12,14,5,3,0.8571428571428571,0
